_prepare,_run,answer,auto_log,background,bidi,break_if,c_target,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_getting_started,count_instructions,count_instructions2,count_logger,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,count_welcome,cycles,description,duration,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,ignore_missing,item,keyboard_backend,log_msg,low_location,mode,mouse_backend,note,order,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions,response_instructions2,response_key,response_time,response_time_feedback,response_time_instructions,response_time_instructions2,response_time_welcome,response_welcome,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,start_response_interval,subject_nr,subject_parity,synth_backend,target_correct,target_duration,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_getting_started,time_instructions,time_instructions2,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,time_welcome,title,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","0","0","NA","NA","Logs experimental data","NA","549","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","870","NA","5754","870","NA","NA","695","NA","NA","legacy","experiment","None","3","odd","legacy","1","200","south_east","1966","1966","49071","65596","66978","NA","NA","42352","48108","67510","48981","48978","48981","67510","48981","65729","1966","49071","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","NA","0","0","1","0","0","0","1","0","1","0","1","NA","NA","Logs experimental data","NA","642","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","870","NA","5754","870","NA","NA","659","NA","NA","legacy","experiment","None","3","odd","legacy","1","200","north_west","1966","1966","67562","70105","71546","NA","NA","42352","48108","72077","48981","48978","48981","72077","48981","70240","1966","67562","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","NA","0","0","2","0","0","0","2","0","2","0","2","NA","NA","Logs experimental data","NA","424","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","870","NA","5754","870","NA","NA","526","NA","NA","legacy","experiment","None","3","odd","legacy","1","200","north_west","1966","1966","72112","73432","74523","NA","NA","42352","48108","75054","48981","48978","48981","75054","48981","73568","1966","72112","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","NA","0","0","3","0","0","0","3","0","3","0","3","NA","NA","Logs experimental data","NA","653","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","870","NA","5754","870","NA","NA","567","NA","NA","legacy","experiment","None","3","odd","legacy","0","200","north_east","1966","1966","75090","76052","77412","NA","NA","42352","48108","77934","48981","48978","48981","77934","48981","76185","1966","75090","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","NA","0","0","4","0","0","0","4","0","4","0","4","NA","NA","Logs experimental data","NA","776","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","870","NA","5754","870","NA","NA","362","NA","NA","legacy","experiment","None","3","odd","legacy","1","200","north_west","1966","1966","77970","80349","81626","NA","NA","42352","48108","82159","48981","48978","48981","82159","48981","80483","1966","77970","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","NA","0","0","5","0","0","0","5","0","5","0","5","NA","NA","Logs experimental data","NA","234","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","870","NA","5754","870","NA","NA","861","NA","NA","legacy","experiment","None","3","odd","legacy","1","200","south_west","1966","1966","82194","83193","84426","NA","NA","42352","48108","84953","48981","48978","48981","84953","48981","83327","1966","82194","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","NA","0","0","6","0","0","0","6","0","6","0","6","NA","NA","Logs experimental data","NA","496","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","NA","0","NA","None","NA","space","space","None","870","NA","5754","870","NA","NA","1002","NA","NA","legacy","experiment","None","3","odd","legacy","0","200","north_east","1966","1966","84988","85909","87544","NA","NA","42352","48108","88073","48981","48978","48981","88073","48981","86040","1966","84988","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","NA","0","0","7","0","0","0","7","0","7","0","7","NA","NA","Logs experimental data","NA","207","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","870","NA","5754","870","NA","NA","947","NA","NA","legacy","experiment","None","3","odd","legacy","0","200","north_west","1966","1966","88108","89176","90467","NA","NA","42352","48108","90999","48981","48978","48981","90999","48981","89308","1966","88108","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","NA","0","0","8","0","0","0","8","0","8","0","8","NA","NA","Logs experimental data","NA","505","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","870","NA","5754","870","NA","NA","622","NA","NA","legacy","experiment","None","3","odd","legacy","0","200","north_east","1966","1966","91035","93097","94364","NA","NA","42352","48108","94895","48981","48978","48981","94895","48981","93230","1966","91035","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","NA","0","0","9","0","0","0","9","0","9","0","9","NA","NA","Logs experimental data","NA","747","NA","no","mono","no","18","NA","white","1050","south_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","NA","0","NA","None","NA","space","space","None","870","NA","5754","870","NA","NA","1002","NA","NA","legacy","experiment","None","3","odd","legacy","0","200","north_east","1966","1966","94931","97013","98900","NA","NA","42352","48108","99431","48981","48978","48981","99431","48981","97146","1966","94930","NA","New experiment","NA","no","yes","1680","NA","NA"
