_prepare,_run,answer,auto_log,background,bidi,break_if,c_target,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_instructions,count_instructions2,count_logger,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,cycles,description,duration,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,ignore_missing,item,keyboard_backend,log_msg,low_location,mode,mouse_backend,order,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions,response_instructions2,response_key,response_time,response_time_feedback,response_time_instructions,response_time_instructions2,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,subject_nr,subject_parity,synth_backend,target_correct,target_duration,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_instructions,time_instructions2,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,title,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","0","0","0","0","0","0","0","0","0","0","0","NA","Logs experimental data","NA","471","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","2527","NA","22453","2527","585","NA","NA","legacy","experiment","10","even","legacy","1","200","north_east","1760","1761","61654","64163","65356","NA","36598","59053","65887","61583","61580","61583","65887","61583","64296","1761","61654","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","0","0","1","0","0","0","1","0","1","0","1","NA","Logs experimental data","NA","360","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","2527","NA","22453","2527","484","NA","NA","legacy","experiment","10","even","legacy","1","200","north_east","1760","1761","65934","67525","68508","NA","36598","59053","69045","61583","61580","61583","69045","61583","67660","1761","65934","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","0","0","2","0","0","0","2","0","2","0","2","NA","Logs experimental data","NA","797","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","2527","NA","22453","2527","776","NA","NA","legacy","experiment","10","even","legacy","1","200","south_west","1760","1761","69081","69630","71340","NA","36598","59053","71864","61583","61580","61583","71864","61583","69762","1761","69081","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","0","0","3","0","0","0","3","0","3","0","3","NA","Logs experimental data","NA","656","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","2527","NA","22453","2527","455","NA","NA","legacy","experiment","10","even","legacy","1","200","south_east","1760","1761","71900","72706","73956","NA","36598","59053","74486","61583","61580","61583","74486","61583","72840","1761","71900","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","0","0","4","0","0","0","4","0","4","0","4","NA","Logs experimental data","NA","473","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","2527","NA","22453","2527","466","NA","NA","legacy","experiment","10","even","legacy","1","200","south_west","1760","1761","74521","74974","76051","NA","36598","59053","76582","61583","61580","61583","76582","61583","75107","1761","74521","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","0","0","5","0","0","0","5","0","5","0","5","NA","Logs experimental data","NA","261","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","2527","NA","22453","2527","515","NA","NA","legacy","experiment","10","even","legacy","1","200","south_east","1760","1761","76618","76980","77892","NA","36598","59053","78419","61583","61580","61583","78419","61583","77112","1761","76618","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","0","0","6","0","0","0","6","0","6","0","6","NA","Logs experimental data","NA","239","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","2527","NA","22453","2527","725","NA","NA","legacy","experiment","10","even","legacy","1","200","south_west","1760","1761","78456","78918","80020","NA","36598","59053","80547","61583","61580","61583","80547","61583","79052","1761","78456","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","0","0","7","0","0","0","7","0","7","0","7","NA","Logs experimental data","NA","757","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","2527","NA","22453","2527","521","NA","NA","legacy","experiment","10","even","legacy","0","200","north_west","1760","1761","80582","81011","82429","NA","36598","59053","82961","61583","61580","61583","82961","61583","81145","1761","80582","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","0","0","8","0","0","0","8","0","8","0","8","NA","Logs experimental data","NA","728","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","2527","NA","22453","2527","597","NA","NA","legacy","experiment","10","even","legacy","1","200","south_west","1760","1761","82996","83918","85380","NA","36598","59053","85911","61583","61580","61583","85911","61583","84051","1761","82996","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","0","0","9","0","0","0","9","0","9","0","9","NA","Logs experimental data","NA","507","NA","no","mono","no","18","NA","white","1050","north_east","yes","NA","legacy","NA","south_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","2527","NA","22453","2527","515","NA","NA","legacy","experiment","10","even","legacy","1","200","south_west","1760","1761","85946","86450","87612","NA","36598","59053","88144","61583","61580","61583","88144","61583","86584","1761","85946","New experiment","NA","no","yes","1680","NA","NA"
