_prepare,_run,answer,auto_log,background,bidi,break_if,c_target,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_getting_started,count_instructions,count_instructions2,count_logger,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,count_welcome,cycles,description,duration,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,ignore_missing,item,keyboard_backend,log_msg,low_location,mode,mouse_backend,note,order,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions,response_instructions2,response_key,response_time,response_time_feedback,response_time_instructions,response_time_instructions2,response_time_welcome,response_welcome,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,start_response_interval,subject_nr,subject_parity,synth_backend,target_correct,target_duration,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_getting_started,time_instructions,time_instructions2,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,time_welcome,title,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","0","0","NA","NA","Logs experimental data","NA","701","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","11350","NA","5281","11350","NA","NA","827","NA","NA","legacy","experiment","None","4","even","legacy","0","200","north_west","1975","1975","55356","57264","58931","NA","NA","38632","43915","59460","55267","55265","55267","59460","55267","57396","1975","55356","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","NA","0","0","1","0","0","0","1","0","1","0","1","NA","NA","Logs experimental data","NA","505","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","None","NA","space","space","None","11350","NA","5281","11350","NA","NA","1002","NA","NA","legacy","experiment","None","4","even","legacy","0","200","south_east","1975","1975","59519","60028","61674","NA","NA","38632","43915","62214","55267","55265","55267","62214","55267","60161","1975","59519","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","NA","0","0","2","0","0","0","2","0","2","0","2","NA","NA","Logs experimental data","NA","421","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","11350","NA","5281","11350","NA","NA","763","NA","NA","legacy","experiment","None","4","even","legacy","0","200","south_west","1975","1975","62250","63479","64802","NA","NA","38632","43915","65331","55267","55265","55267","65331","55267","63613","1975","62250","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","NA","0","0","3","0","0","0","3","0","3","0","3","NA","NA","Logs experimental data","NA","584","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","11350","NA","5281","11350","NA","NA","410","NA","NA","legacy","experiment","None","4","even","legacy","1","200","north_east","1975","1975","65367","66082","67225","NA","NA","38632","43915","67755","55267","55265","55267","67755","55267","66227","1975","65367","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","NA","0","0","4","0","0","0","4","0","4","0","4","NA","NA","Logs experimental data","NA","211","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","11350","NA","5281","11350","NA","NA","638","NA","NA","legacy","experiment","None","4","even","legacy","0","200","north_east","1975","1975","67791","68258","69242","NA","NA","38632","43915","69772","55267","55265","55267","69772","55267","68388","1975","67791","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","NA","0","0","5","0","0","0","5","0","5","0","5","NA","NA","Logs experimental data","NA","353","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","None","NA","space","space","None","11350","NA","5281","11350","NA","NA","1002","NA","NA","legacy","experiment","None","4","even","legacy","0","200","south_east","1975","1975","69808","70148","71641","NA","NA","38632","43915","72169","55267","55265","55267","72169","55267","70281","1975","69808","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","NA","0","0","6","0","0","0","6","0","6","0","6","NA","NA","Logs experimental data","NA","674","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","None","NA","space","space","None","11350","NA","5281","11350","NA","NA","1002","NA","NA","legacy","experiment","None","4","even","legacy","0","200","south_west","1975","1975","72207","73283","75101","NA","NA","38632","43915","75625","55267","55265","55267","75625","55267","73419","1975","72206","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","NA","0","0","7","0","0","0","7","0","7","0","7","NA","NA","Logs experimental data","NA","360","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","11350","NA","5281","11350","NA","NA","827","NA","NA","legacy","experiment","None","4","even","legacy","0","200","south_west","1975","1975","75661","84011","85338","NA","NA","38632","43915","85865","55267","55265","55267","85865","55267","84145","1975","75661","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","NA","0","0","8","0","0","0","8","0","8","0","8","NA","NA","Logs experimental data","NA","751","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","11350","NA","5281","11350","NA","NA","650","NA","NA","legacy","experiment","None","4","even","legacy","0","200","south_west","1975","1975","85901","86293","87834","NA","NA","38632","43915","88364","55267","55265","55267","88364","55267","86428","1975","85901","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","NA","0","0","9","0","0","0","9","0","9","0","9","NA","NA","Logs experimental data","NA","540","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","11350","NA","5281","11350","NA","NA","661","NA","NA","legacy","experiment","None","4","even","legacy","0","200","north_west","1975","1975","88400","88741","90082","NA","NA","38632","43915","90601","55267","55265","55267","90601","55267","88876","1975","88400","NA","New experiment","NA","no","yes","1680","NA","NA"
