_prepare,_run,answer,auto_log,background,bidi,break_if,c_target,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_getting_started,count_instructions,count_instructions2,count_logger,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,count_welcome,cycles,description,duration,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,ignore_missing,item,keyboard_backend,log_msg,low_location,mode,mouse_backend,note,order,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions,response_instructions2,response_key,response_time,response_time_feedback,response_time_instructions,response_time_instructions2,response_time_welcome,response_welcome,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,start_response_interval,subject_nr,subject_parity,synth_backend,target_correct,target_duration,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_getting_started,time_instructions,time_instructions2,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,time_welcome,title,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","0","0","NA","NA","Logs experimental data","NA","425","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","661","NA","NA","legacy","experiment","None","12","even","legacy","1","200","south_west","1930","1932","108899","109956","111177","NA","NA","72746","103595","111705","108835","108833","108835","111705","108835","110087","1932","108899","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","NA","0","0","1","0","0","0","1","0","1","0","1","NA","NA","Logs experimental data","NA","543","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","5238","NA","30847","5238","NA","NA","580","NA","NA","legacy","experiment","None","12","even","legacy","1","200","south_west","1930","1932","111755","113044","114305","NA","NA","72746","103595","114837","108835","108833","108835","114837","108835","113178","1932","111755","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","NA","0","0","2","0","0","0","2","0","2","0","2","NA","NA","Logs experimental data","NA","597","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","5238","NA","30847","5238","NA","NA","557","NA","NA","legacy","experiment","None","12","even","legacy","1","200","south_west","1930","1932","114874","115956","117249","NA","NA","72746","103595","117779","108835","108833","108835","117779","108835","116090","1932","114874","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","NA","0","0","3","0","0","0","3","0","3","0","3","NA","NA","Logs experimental data","NA","291","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","528","NA","NA","legacy","experiment","None","12","even","legacy","1","200","south_east","1930","1932","117816","118708","119666","NA","NA","72746","103595","120186","108835","108833","108835","120186","108835","118842","1932","117816","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","NA","0","0","4","0","0","0","4","0","4","0","4","NA","NA","Logs experimental data","NA","226","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","672","NA","NA","legacy","experiment","None","12","even","legacy","1","200","north_west","1930","1932","120222","121077","122114","NA","NA","72746","103595","122645","108835","108833","108835","122645","108835","121212","1932","120222","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","NA","0","0","5","0","0","0","5","0","5","0","5","NA","NA","Logs experimental data","NA","594","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","602","NA","NA","legacy","experiment","None","12","even","legacy","1","200","north_west","1930","1932","122681","123316","124649","NA","NA","72746","103595","125178","108835","108833","108835","125178","108835","123450","1932","122681","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","NA","0","0","6","0","0","0","6","0","6","0","6","NA","NA","Logs experimental data","NA","744","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","5238","NA","30847","5238","NA","NA","523","NA","NA","legacy","experiment","None","12","even","legacy","1","200","south_east","1930","1932","125214","126044","127449","NA","NA","72746","103595","127981","108835","108833","108835","127981","108835","126179","1932","125214","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","NA","0","0","7","0","0","0","7","0","7","0","7","NA","NA","Logs experimental data","NA","438","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","5238","NA","30847","5238","NA","NA","592","NA","NA","legacy","experiment","None","12","even","legacy","1","200","north_west","1930","1932","128016","128644","129809","NA","NA","72746","103595","130328","108835","108833","108835","130328","108835","128774","1932","128016","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","NA","0","0","8","0","0","0","8","0","8","0","8","NA","NA","Logs experimental data","NA","263","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","750","NA","NA","legacy","experiment","None","12","even","legacy","1","200","south_east","1930","1932","130363","131035","132185","NA","NA","72746","103595","132716","108835","108833","108835","132716","108835","131168","1932","130363","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","NA","0","0","9","0","0","0","9","0","9","0","9","NA","NA","Logs experimental data","NA","291","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","583","NA","NA","legacy","experiment","None","12","even","legacy","1","200","south_west","1930","1932","132752","133164","134177","NA","NA","72746","103595","134698","108835","108833","108835","134698","108835","133298","1932","132752","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","10","10","10","NA","NA","0","0","10","0","0","0","10","0","10","0","10","NA","NA","Logs experimental data","NA","600","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","548","NA","NA","legacy","experiment","None","12","even","legacy","1","200","north_west","1930","1932","134735","135579","136866","NA","NA","72746","103595","137398","108835","108833","108835","137398","108835","135713","1932","134735","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","11","11","11","NA","NA","0","0","11","0","0","0","11","0","11","0","11","NA","NA","Logs experimental data","NA","243","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","576","NA","NA","legacy","experiment","None","12","even","legacy","1","200","south_west","1930","1932","137435","137926","138881","NA","NA","72746","103595","139401","108835","108833","108835","139401","108835","138058","1932","137434","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","12","12","12","NA","NA","0","0","12","0","0","0","12","0","12","0","12","NA","NA","Logs experimental data","NA","510","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","5238","NA","30847","5238","NA","NA","582","NA","NA","legacy","experiment","None","12","even","legacy","1","200","north_east","1930","1932","139436","140102","141329","NA","NA","72746","103595","141861","108835","108833","108835","141861","108835","140234","1932","139436","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","13","13","13","NA","NA","0","0","13","0","0","0","13","0","13","0","13","NA","NA","Logs experimental data","NA","412","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","5238","NA","30847","5238","NA","NA","560","NA","NA","legacy","experiment","None","12","even","legacy","1","200","north_east","1930","1932","141896","142364","143473","NA","NA","72746","103595","143993","108835","108833","108835","143993","108835","142498","1932","141896","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","14","14","14","NA","NA","0","0","14","0","0","0","14","0","14","0","14","NA","NA","Logs experimental data","NA","452","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","454","NA","NA","legacy","experiment","None","12","even","legacy","1","200","north_east","1930","1932","144028","144468","145513","NA","NA","72746","103595","146042","108835","108833","108835","146042","108835","144603","1932","144028","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","15","15","15","NA","NA","0","0","15","0","0","0","15","0","15","0","15","NA","NA","Logs experimental data","NA","335","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","570","NA","NA","legacy","experiment","None","12","even","legacy","1","200","south_east","1930","1932","146077","146661","147705","NA","NA","72746","103595","148234","108835","108833","108835","148234","108835","146796","1932","146077","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","16","16","16","NA","NA","0","0","16","0","0","0","16","0","16","0","16","NA","NA","Logs experimental data","NA","518","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","564","NA","NA","legacy","experiment","None","12","even","legacy","1","200","south_west","1930","1932","148269","148693","149913","NA","NA","72746","103595","150445","108835","108833","108835","150445","108835","148826","1932","148269","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","17","17","17","NA","NA","0","0","17","0","0","0","17","0","17","0","17","NA","NA","Logs experimental data","NA","307","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","5238","NA","30847","5238","NA","NA","637","NA","NA","legacy","experiment","None","12","even","legacy","1","200","south_west","1930","1932","150480","151009","152089","NA","NA","72746","103595","152621","108835","108833","108835","152620","108835","151140","1932","150480","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","18","18","18","NA","NA","0","0","18","0","0","0","18","0","18","0","18","NA","NA","Logs experimental data","NA","420","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","5238","NA","30847","5238","NA","NA","694","NA","NA","legacy","experiment","None","12","even","legacy","1","200","north_east","1930","1932","152656","153563","154818","NA","NA","72746","103595","155347","108835","108833","108835","155347","108835","153698","1932","152656","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","19","19","19","NA","NA","0","0","19","0","0","0","19","0","19","0","19","NA","NA","Logs experimental data","NA","429","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","562","NA","NA","legacy","experiment","None","12","even","legacy","1","200","north_east","1930","1932","155383","155940","157065","NA","NA","72746","103595","157594","108835","108833","108835","157594","108835","156070","1932","155383","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","20","20","20","NA","NA","0","0","20","0","0","0","20","0","20","0","20","NA","NA","Logs experimental data","NA","635","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","5238","NA","30847","5238","NA","NA","505","NA","NA","legacy","experiment","None","12","even","legacy","1","200","south_east","1930","1932","157630","158235","159513","NA","NA","72746","103595","160044","108835","108833","108835","160044","108835","158369","1932","157630","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","21","21","21","NA","NA","0","0","21","0","0","0","21","0","21","0","21","NA","NA","Logs experimental data","NA","451","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","5238","NA","30847","5238","NA","NA","512","NA","NA","legacy","experiment","None","12","even","legacy","1","200","north_east","1930","1932","160080","160837","161937","NA","NA","72746","103595","162466","108835","108833","108835","162466","108835","160971","1932","160080","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","22","22","22","NA","NA","0","0","22","0","0","0","22","0","22","0","22","NA","NA","Logs experimental data","NA","406","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","5238","NA","30847","5238","NA","NA","520","NA","NA","legacy","experiment","None","12","even","legacy","1","200","north_east","1930","1932","162502","163142","164233","NA","NA","72746","103595","164763","108835","108833","108835","164763","108835","163304","1932","162502","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","23","23","23","NA","NA","0","0","23","0","0","0","23","0","23","0","23","NA","NA","Logs experimental data","NA","248","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","5238","NA","30847","5238","NA","NA","720","NA","NA","legacy","experiment","None","12","even","legacy","1","200","north_west","1930","1932","164799","165527","166641","NA","NA","72746","103595","167171","108835","108833","108835","167171","108835","165668","1932","164799","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","24","24","24","NA","NA","0","0","24","0","0","0","24","0","24","0","24","NA","NA","Logs experimental data","NA","694","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","5238","NA","30847","5238","NA","NA","546","NA","NA","legacy","experiment","None","12","even","legacy","1","200","south_west","1930","1932","167207","168389","169769","NA","NA","72746","103595","170297","108835","108833","108835","170297","108835","168525","1932","167207","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","25","25","25","NA","NA","0","0","25","0","0","0","25","0","25","0","25","NA","NA","Logs experimental data","NA","526","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","5238","NA","30847","5238","NA","NA","639","NA","NA","legacy","experiment","None","12","even","legacy","0","200","south_east","1930","1932","170333","170810","172114","NA","NA","72746","103595","172634","108835","108833","108835","172634","108835","170945","1932","170333","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","26","26","26","NA","NA","0","0","26","0","0","0","26","0","26","0","26","NA","NA","Logs experimental data","NA","708","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","659","NA","NA","legacy","experiment","None","12","even","legacy","1","200","north_west","1930","1932","172670","173497","175001","NA","NA","72746","103595","175532","108835","108833","108835","175532","108835","173631","1932","172670","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","27","27","27","NA","NA","0","0","27","0","0","0","27","0","27","0","27","NA","NA","Logs experimental data","NA","761","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","589","NA","NA","legacy","experiment","None","12","even","legacy","1","200","south_west","1930","1932","175567","176140","177625","NA","NA","72746","103595","178154","108835","108833","108835","178154","108835","176274","1932","175567","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","28","28","28","NA","NA","0","0","28","0","0","0","28","0","28","0","28","NA","NA","Logs experimental data","NA","685","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","5238","NA","30847","5238","NA","NA","662","NA","NA","legacy","experiment","None","12","even","legacy","0","200","north_west","1930","1932","178189","178725","180210","NA","NA","72746","103595","180740","108835","108833","108835","180740","108835","178859","1932","178189","NA","New experiment","NA","no","yes","1680","NA","NA"
