_prepare,_run,answer,auto_log,background,bidi,break_if,c_target,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_instructions,count_instructions2,count_logger,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,cycles,description,duration,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,ignore_missing,item,keyboard_backend,log_msg,low_location,mode,mouse_backend,order,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions,response_instructions2,response_key,response_time,response_time_feedback,response_time_instructions,response_time_instructions2,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,subject_nr,subject_parity,synth_backend,target_correct,target_duration,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_instructions,time_instructions2,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,title,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","0","0","0","0","0","0","0","0","0","0","0","NA","Logs experimental data","NA","460","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","904","NA","2375","904","778","NA","NA","legacy","experiment","21","odd","legacy","1","200","north_east","1963","1965","118348","120328","121703","NA","114975","117350","122234","118256","118254","118256","122234","118256","120460","1965","118348","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","0","0","1","0","0","0","1","0","1","0","1","NA","Logs experimental data","NA","753","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","904","NA","2375","904","788","NA","NA","legacy","experiment","21","odd","legacy","1","200","north_west","1963","1965","122298","124448","126126","NA","114975","117350","126656","118256","118254","118256","126656","118256","124581","1965","122298","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","0","0","2","0","0","0","2","0","2","0","2","NA","Logs experimental data","NA","407","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","904","NA","2375","904","730","NA","NA","legacy","experiment","21","odd","legacy","0","200","north_east","1963","1965","126693","127674","128952","NA","114975","117350","129471","118256","118254","118256","129471","118256","127809","1965","126693","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","0","0","3","0","0","0","3","0","3","0","3","NA","Logs experimental data","NA","766","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","904","NA","2375","904","579","NA","NA","legacy","experiment","21","odd","legacy","1","200","north_east","1963","1965","129508","129995","131478","NA","114975","117350","132009","118256","118254","118256","132009","118256","130129","1965","129508","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","0","0","4","0","0","0","4","0","4","0","4","NA","Logs experimental data","NA","695","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","904","NA","2375","904","483","NA","NA","legacy","experiment","21","odd","legacy","1","200","north_east","1963","1965","132044","132618","133934","NA","114975","117350","134463","118256","118254","118256","134463","118256","132752","1965","132044","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","0","0","5","0","0","0","5","0","5","0","5","NA","Logs experimental data","NA","233","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","904","NA","2375","904","707","NA","NA","legacy","experiment","21","odd","legacy","1","200","north_west","1963","1965","134499","135168","136246","NA","114975","117350","136768","118256","118254","118256","136768","118256","135302","1965","134498","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","0","0","6","0","0","0","6","0","6","0","6","NA","Logs experimental data","NA","613","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","904","NA","2375","904","540","NA","NA","legacy","experiment","21","odd","legacy","1","200","north_east","1963","1965","136804","137291","138583","NA","114975","117350","139114","118256","118254","118256","139114","118256","137426","1965","136804","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","0","0","7","0","0","0","7","0","7","0","7","NA","Logs experimental data","NA","475","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","904","NA","2375","904","546","NA","NA","legacy","experiment","21","odd","legacy","1","200","south_west","1963","1965","139149","139627","140782","NA","114975","117350","141312","118256","118254","118256","141312","118256","139757","1965","139149","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","0","0","8","0","0","0","8","0","8","0","8","NA","Logs experimental data","NA","702","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","904","NA","2375","904","587","NA","NA","legacy","experiment","21","odd","legacy","1","200","north_west","1963","1965","141347","141947","143374","NA","114975","117350","143904","118256","118254","118256","143904","118256","142081","1965","141347","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","0","0","9","0","0","0","9","0","9","0","9","NA","Logs experimental data","NA","685","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","904","NA","2375","904","836","NA","NA","legacy","experiment","21","odd","legacy","0","200","south_east","1963","1965","143940","144475","146135","NA","114975","117350","146655","118256","118254","118256","146655","118256","144608","1965","143940","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","10","10","10","NA","0","0","10","0","0","0","10","0","10","0","10","NA","Logs experimental data","NA","313","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","904","NA","2375","904","726","NA","NA","legacy","experiment","21","odd","legacy","0","200","south_east","1963","1965","146690","147064","148239","NA","114975","117350","148771","118256","118254","118256","148771","118256","147195","1965","146690","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","11","11","11","NA","0","0","11","0","0","0","11","0","11","0","11","NA","Logs experimental data","NA","608","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","904","NA","2375","904","702","NA","NA","legacy","experiment","21","odd","legacy","1","200","south_west","1963","1965","148806","149904","151350","NA","114975","117350","151882","118256","118254","118256","151882","118256","150036","1965","148806","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","12","12","12","NA","0","0","12","0","0","0","12","0","12","0","12","NA","Logs experimental data","NA","281","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","904","NA","2375","904","651","NA","NA","legacy","experiment","21","odd","legacy","1","200","north_east","1963","1965","151918","153136","154207","NA","114975","117350","154737","118256","118254","118256","154737","118256","153270","1965","151918","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","13","13","13","NA","0","0","13","0","0","0","13","0","13","0","13","NA","Logs experimental data","NA","531","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","904","NA","2375","904","654","NA","NA","legacy","experiment","21","odd","legacy","1","200","south_west","1963","1965","154773","155307","156631","NA","114975","117350","157161","118256","118254","118256","157161","118256","155441","1965","154773","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","14","14","14","NA","0","0","14","0","0","0","14","0","14","0","14","NA","Logs experimental data","NA","637","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","904","NA","2375","904","723","NA","NA","legacy","experiment","21","odd","legacy","1","200","south_east","1963","1965","157196","158125","159622","NA","114975","117350","160145","118256","118254","118256","160145","118256","158258","1965","157196","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","15","15","15","NA","0","0","15","0","0","0","15","0","15","0","15","NA","Logs experimental data","NA","216","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","904","NA","2375","904","604","NA","NA","legacy","experiment","21","odd","legacy","1","200","south_west","1963","1965","160180","160705","161662","NA","114975","117350","162194","118256","118254","118256","162194","118256","160838","1965","160180","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","16","16","16","NA","0","0","16","0","0","0","16","0","16","0","16","NA","Logs experimental data","NA","567","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","904","NA","2375","904","568","NA","NA","legacy","experiment","21","odd","legacy","1","200","north_east","1963","1965","162229","163047","164318","NA","114975","117350","164848","118256","118254","118256","164848","118256","163179","1965","162229","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","17","17","17","NA","0","0","17","0","0","0","17","0","17","0","17","NA","Logs experimental data","NA","791","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","904","NA","2375","904","580","NA","NA","legacy","experiment","21","odd","legacy","1","200","north_west","1963","1965","164883","165456","166966","NA","114975","117350","167496","118256","118254","118256","167496","118256","165590","1965","164883","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","18","18","18","NA","0","0","18","0","0","0","18","0","18","0","18","NA","Logs experimental data","NA","520","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","904","NA","2375","904","504","NA","NA","legacy","experiment","21","odd","legacy","1","200","south_west","1963","1965","167532","168283","169446","NA","114975","117350","169976","118256","118254","118256","169976","118256","168417","1965","167532","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","19","19","19","NA","0","0","19","0","0","0","19","0","19","0","19","NA","Logs experimental data","NA","288","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","north_east","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","904","NA","2375","904","588","NA","NA","legacy","experiment","21","odd","legacy","1","200","north_east","1963","1965","170013","170992","172006","NA","114975","117350","172528","118256","118254","118256","172528","118256","171126","1965","170013","New experiment","NA","no","yes","1680","NA","NA"
