_prepare,_run,answer,auto_log,background,bidi,break_if,c_target,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_instructions,count_instructions2,count_logger,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,cycles,description,duration,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,ignore_missing,item,keyboard_backend,log_msg,low_location,mode,mouse_backend,order,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions,response_instructions2,response_key,response_time,response_time_feedback,response_time_instructions,response_time_instructions2,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,subject_nr,subject_parity,synth_backend,target_correct,target_duration,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_instructions,time_instructions2,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,title,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","0","0","0","0","0","0","0","0","0","0","0","NA","Logs experimental data","NA","434","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","553","NA","NA","legacy","experiment","20","even","legacy","1","200","south_east","1960","1962","72374","75277","76402","NA","53564","69236","76930","72300","72298","72300","76930","72300","75410","1962","72374","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","0","0","1","0","0","0","1","0","1","0","1","NA","Logs experimental data","NA","657","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","805","NA","NA","legacy","experiment","20","even","legacy","1","200","south_east","1960","1962","76988","77777","79378","NA","53564","69236","79909","72300","72298","72300","79909","72300","77911","1962","76988","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","0","0","2","0","0","0","2","0","2","0","2","NA","Logs experimental data","NA","382","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","637","NA","NA","legacy","experiment","20","even","legacy","1","200","north_west","1960","1962","79945","80404","81562","NA","53564","69236","82092","72300","72298","72300","82092","72300","80538","1962","79945","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","0","0","3","0","0","0","3","0","3","0","3","NA","Logs experimental data","NA","369","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","523","NA","NA","legacy","experiment","20","even","legacy","1","200","north_east","1960","1962","82129","82636","83665","NA","53564","69236","84194","72300","72298","72300","84194","72300","82769","1962","82129","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","0","0","4","0","0","0","4","0","4","0","4","NA","Logs experimental data","NA","782","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","511","NA","NA","legacy","experiment","20","even","legacy","1","200","north_west","1960","1962","84230","84652","86082","NA","53564","69236","86612","72300","72298","72300","86612","72300","84785","1962","84230","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","0","0","5","0","0","0","5","0","5","0","5","NA","Logs experimental data","NA","408","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","611","NA","NA","legacy","experiment","20","even","legacy","1","200","south_west","1960","1962","86648","87125","88282","NA","53564","69236","88813","72300","72298","72300","88813","72300","87259","1962","86648","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","0","0","6","0","0","0","6","0","6","0","6","NA","Logs experimental data","NA","776","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","535","NA","NA","legacy","experiment","20","even","legacy","1","200","south_west","1960","1962","88849","89874","91322","NA","53564","69236","91853","72300","72298","72300","91853","72300","90008","1962","88849","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","0","0","7","0","0","0","7","0","7","0","7","NA","Logs experimental data","NA","661","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","477","NA","NA","legacy","experiment","20","even","legacy","1","200","south_west","1960","1962","91889","92340","93618","NA","53564","69236","94135","72300","72298","72300","94135","72300","92476","1962","91889","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","0","0","8","0","0","0","8","0","8","0","8","NA","Logs experimental data","NA","386","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","619","NA","NA","legacy","experiment","20","even","legacy","1","200","north_east","1960","1962","94172","94530","95674","NA","53564","69236","96212","72300","72298","72300","96212","72300","94665","1962","94172","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","0","0","9","0","0","0","9","0","9","0","9","NA","Logs experimental data","NA","547","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","645","NA","NA","legacy","experiment","20","even","legacy","1","200","north_west","1960","1962","96247","96737","98066","NA","53564","69236","98593","72300","72298","72300","98593","72300","96869","1962","96247","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","10","10","10","NA","0","0","10","0","0","0","10","0","10","0","10","NA","Logs experimental data","NA","693","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","489","NA","NA","legacy","experiment","20","even","legacy","1","200","south_east","1960","1962","98628","99218","100537","NA","53564","69236","101067","72300","72298","72300","101067","72300","99352","1962","98628","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","11","11","11","NA","0","0","11","0","0","0","11","0","11","0","11","NA","Logs experimental data","NA","643","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","432","NA","NA","legacy","experiment","20","even","legacy","1","200","north_east","1960","1962","101104","101477","102690","NA","53564","69236","103222","72300","72298","72300","103222","72300","101612","1962","101104","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","12","12","12","NA","0","0","12","0","0","0","12","0","12","0","12","NA","Logs experimental data","NA","478","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","484","NA","NA","legacy","experiment","20","even","legacy","1","200","south_east","1960","1962","103257","103686","104786","NA","53564","69236","105313","72300","72298","72300","105313","72300","103821","1962","103257","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","13","13","13","NA","0","0","13","0","0","0","13","0","13","0","13","NA","Logs experimental data","NA","683","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","424","NA","NA","legacy","experiment","20","even","legacy","1","200","north_east","1960","1962","105348","105757","107002","NA","53564","69236","107533","72300","72298","72300","107533","72300","105891","1962","105348","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","14","14","14","NA","0","0","14","0","0","0","14","0","14","0","14","NA","Logs experimental data","NA","223","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","524","NA","NA","legacy","experiment","20","even","legacy","1","200","north_east","1960","1962","107568","108068","108954","NA","53564","69236","109479","72300","72298","72300","109479","72300","108202","1962","107568","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","15","15","15","NA","0","0","15","0","0","0","15","0","15","0","15","NA","Logs experimental data","NA","732","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","549","NA","NA","legacy","experiment","20","even","legacy","1","200","south_west","1960","1962","109514","109943","111362","NA","53564","69236","111889","72300","72298","72300","111889","72300","110075","1962","109514","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","16","16","16","NA","0","0","16","0","0","0","16","0","16","0","16","NA","Logs experimental data","NA","513","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","460","NA","NA","legacy","experiment","20","even","legacy","1","200","south_west","1960","1962","111924","113697","114809","NA","53564","69236","115334","72300","72298","72300","115334","72300","113832","1962","111924","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","17","17","17","NA","0","0","17","0","0","0","17","0","17","0","17","NA","Logs experimental data","NA","372","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","542","NA","NA","legacy","experiment","20","even","legacy","1","200","north_east","1960","1962","115369","116036","117089","NA","53564","69236","117620","72300","72298","72300","117620","72300","116171","1962","115369","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","18","18","18","NA","0","0","18","0","0","0","18","0","18","0","18","NA","Logs experimental data","NA","793","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","411","NA","NA","legacy","experiment","20","even","legacy","1","200","north_east","1960","1962","117655","118604","119946","NA","53564","69236","120478","72300","72298","72300","120478","72300","118739","1962","117655","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","19","19","19","NA","0","0","19","0","0","0","19","0","19","0","19","NA","Logs experimental data","NA","223","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","558","NA","NA","legacy","experiment","20","even","legacy","0","200","south_west","1960","1962","120515","121339","122259","NA","53564","69236","122776","72300","72298","72300","122776","72300","121474","1962","120514","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","20","20","20","NA","0","0","20","0","0","0","20","0","20","0","20","NA","Logs experimental data","NA","310","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","836","NA","NA","legacy","experiment","20","even","legacy","1","200","north_west","1960","1962","122811","123555","124834","NA","53564","69236","125362","72300","72298","72300","125362","72300","123684","1962","122811","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","21","21","21","NA","0","0","21","0","0","0","21","0","21","0","21","NA","Logs experimental data","NA","257","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","504","NA","NA","legacy","experiment","20","even","legacy","1","200","north_east","1960","1962","125397","125755","126650","NA","53564","69236","127181","72300","72298","72300","127181","72300","125887","1962","125397","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","22","22","22","NA","0","0","22","0","0","0","22","0","22","0","22","NA","Logs experimental data","NA","418","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","657","NA","NA","legacy","experiment","20","even","legacy","1","200","south_west","1960","1962","127216","127739","128953","NA","53564","69236","129485","72300","72298","72300","129485","72300","127875","1962","127216","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","23","23","23","NA","0","0","23","0","0","0","23","0","23","0","23","NA","Logs experimental data","NA","535","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","582","NA","NA","legacy","experiment","20","even","legacy","1","200","south_west","1960","1962","129520","129995","131249","NA","53564","69236","131778","72300","72298","72300","131778","72300","130128","1962","129520","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","24","24","24","NA","0","0","24","0","0","0","24","0","24","0","24","NA","Logs experimental data","NA","416","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","709","NA","NA","legacy","experiment","20","even","legacy","0","200","south_east","1960","1962","131813","132354","133618","NA","53564","69236","134144","72300","72298","72300","134144","72300","132488","1962","131813","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","25","25","25","NA","0","0","25","0","0","0","25","0","25","0","25","NA","Logs experimental data","NA","773","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","471","NA","NA","legacy","experiment","20","even","legacy","1","200","north_west","1960","1962","134180","134795","136177","NA","53564","69236","136706","72300","72298","72300","136706","72300","134929","1962","134180","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","26","26","26","NA","0","0","26","0","0","0","26","0","26","0","26","NA","Logs experimental data","NA","782","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","567","NA","NA","legacy","experiment","20","even","legacy","1","200","north_west","1960","1962","136743","137330","138818","NA","53564","69236","139346","72300","72298","72300","139346","72300","137465","1962","136743","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","27","27","27","NA","0","0","27","0","0","0","27","0","27","0","27","NA","Logs experimental data","NA","656","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","542","NA","NA","legacy","experiment","20","even","legacy","1","200","south_east","1960","1962","139383","140162","141498","NA","53564","69236","142023","72300","72298","72300","142023","72300","140296","1962","139383","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","28","28","28","NA","0","0","28","0","0","0","28","0","28","0","28","NA","Logs experimental data","NA","663","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","440","NA","NA","legacy","experiment","20","even","legacy","1","200","north_east","1960","1962","142059","142738","143977","NA","53564","69236","144502","72300","72298","72300","144502","72300","142871","1962","142059","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","29","29","29","NA","0","0","29","0","0","0","29","0","29","0","29","NA","Logs experimental data","NA","566","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","531","NA","NA","legacy","experiment","20","even","legacy","1","200","south_east","1960","1962","144538","145203","146433","NA","53564","69236","146964","72300","72298","72300","146964","72300","145332","1962","144538","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","30","30","30","NA","0","0","30","0","0","0","30","0","30","0","30","NA","Logs experimental data","NA","637","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","927","NA","NA","legacy","experiment","20","even","legacy","1","200","south_east","1960","1962","147001","147580","149281","NA","53564","69236","149809","72300","72298","72300","149809","72300","147714","1962","147001","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","31","31","31","NA","0","0","31","0","0","0","31","0","31","0","31","NA","Logs experimental data","NA","566","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","510","NA","NA","legacy","experiment","20","even","legacy","1","200","south_west","1960","1962","149845","153594","154810","NA","53564","69236","155340","72300","72298","72300","155340","72300","153729","1962","149844","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","32","32","32","NA","0","0","32","0","0","0","32","0","32","0","32","NA","Logs experimental data","NA","789","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","3062","NA","15670","3062","519","NA","NA","legacy","experiment","20","even","legacy","1","200","north_east","1960","1962","155376","155779","157226","NA","53564","69236","157757","72300","72298","72300","157757","72300","155913","1962","155375","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","33","33","33","NA","0","0","33","0","0","0","33","0","33","0","33","NA","Logs experimental data","NA","509","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","3062","NA","15670","3062","539","NA","NA","legacy","experiment","20","even","legacy","1","200","south_east","1960","1962","157792","158403","159585","NA","53564","69236","160114","72300","72298","72300","160114","72300","158532","1962","157792","New experiment","NA","no","yes","1680","NA","NA"
