_prepare,_run,auto_log,background,bidi,block_trial_nr,bonus,break_if,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_high_reward,count_instructions_1,count_instructions_2,count_instructions_3,count_logger,count_low_reward,count_neut1_reward,count_neut2_reward,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,cycles,description,duration,em1_end_position,em1_end_time,em1_start_position,em1_start_time,em2_end_position,em2_end_time,em2_start_position,em2_start_time,emcount,feedback_color,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,high_reward_location,ignore_missing,item,keyboard_backend,log_msg,looked_distractor,low_location,low_reward_location,mode,mouse_backend,neut1_location,neut2_location,not_fixated,order,points_received,ques_feedback,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions_1,response_instructions_2,response_instructions_3,response_key,response_time,response_time_feedback,response_time_instructions_1,response_time_instructions_2,response_time_instructions_3,sac_latency,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,subject_nr,subject_parity,synth_backend,target_correct,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_instructions_1,time_instructions_2,time_instructions_3,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,title,too_late,total_points,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","yes","#646464","no","0","NA","NA","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","Logs experimental data","NA","(626.2999877929688, 328.29998779296875)","13757","(850.0, 531.0999755859375)","13717","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","261","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","346","NA","2135","366","367","306","NA","NA","legacy","experiment","21","odd","legacy","1","north_west","2093","2095","11566","13012","14295","NA","8606","10743","11110","14811","11479","11477","11479","14811","11479","13147","2095","11566","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","1","NA","NA","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","NA","Logs experimental data","NA","(1038.0, 327.0)","17407","(843.4000244140625, 524.7000122070312)","17371","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","604","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","310","NA","2135","366","367","274","NA","NA","legacy","experiment","21","odd","legacy","1","north_east","2093","2095","14845","16358","17945","NA","8606","10743","11110","18488","11479","11477","11479","18488","11479","16490","2095","14845","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","2","NA","NA","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","0","0","0","0","2","0","0","0","0","0","0","2","0","2","0","2","NA","Logs experimental data","NA","(628.7000122070312, 559.7999877929688)","20497","(857.4000244140625, 517.0999755859375)","20453","(645.7999877929688, 688.5999755859375)","20635","(627.9000244140625, 554.7000122070312)","20597","2","#D8D800","413","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","432","NA","2135","366","367","394","NA","NA","legacy","experiment","21","odd","legacy","0","south_west","2093","2095","18518","19654","21175","NA","8606","10743","11110","21701","11479","11477","11479","21701","11479","19786","2095","18518","New experiment","1","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","3","NA","NA","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","0","0","0","0","3","0","0","0","0","0","0","3","0","3","0","3","NA","Logs experimental data","NA","(678.5, 727.4000244140625)","23646","(852.4000244140625, 538.7000122070312)","23618","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","676","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","386","NA","2135","366","367","358","NA","NA","legacy","experiment","21","odd","legacy","1","south_west","2093","2095","21731","22449","24183","NA","8606","10743","11110","24711","11479","11477","11479","24711","11479","22581","2095","21731","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","4","NA","NA","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","0","0","0","0","4","0","0","0","0","0","0","4","0","4","0","4","NA","Logs experimental data","NA","(1041.699951171875, 709.2999877929688)","26441","(843.2000122070312, 527.9000244140625)","26413","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","352","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","330","NA","2135","366","367","302","NA","NA","legacy","experiment","21","odd","legacy","1","south_east","2093","2095","24741","25621","26979","NA","8606","10743","11110","27509","11479","11477","11479","27509","11479","25756","2095","24741","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","5","NA","NA","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","0","0","0","0","5","0","0","0","0","0","0","5","0","5","0","5","NA","Logs experimental data","NA","(647.5999755859375, 399.20001220703125)","29182","(855.7999877929688, 533.7000122070312)","29116","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","708","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","331","NA","2135","366","367","265","NA","NA","legacy","experiment","21","odd","legacy","1","north_west","2093","2095","27539","28005","29719","NA","8606","10743","11110","30248","11479","11477","11479","30248","11479","28139","2095","27539","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","6","NA","NA","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","0","0","0","0","6","0","0","0","0","0","0","6","0","6","0","6","NA","Logs experimental data","NA","(1089.0999755859375, 738.5999755859375)","31735","(849.5, 520.4000244140625)","31692","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","214","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","370","NA","2135","366","367","327","NA","NA","legacy","experiment","21","odd","legacy","1","south_east","2093","2095","30278","31013","32271","NA","8606","10743","11110","32801","11479","11477","11479","32801","11479","31147","2095","30278","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","7","NA","NA","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","0","0","0","0","7","0","0","0","0","0","0","7","0","7","0","7","NA","Logs experimental data","NA","(696.0999755859375, 643.5999755859375)","34704","(846.4000244140625, 526.5999755859375)","34648","(692.7999877929688, 657.5)","34893","(685.5, 663.4000244140625)","34749","2","#D8D800","364","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","511","NA","2135","366","367","367","NA","NA","legacy","experiment","21","odd","legacy","0","south_west","2093","2095","32831","33881","35432","NA","8606","10743","11110","35959","11479","11477","11479","35959","11479","34014","2095","32831","New experiment","1","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","8","NA","NA","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","0","0","0","0","8","0","0","0","0","0","0","8","0","8","0","8","NA","Logs experimental data","NA","(685.9000244140625, 735.0999755859375)","38672","(853.0999755859375, 538.2999877929688)","38631","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","448","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","335","NA","2135","366","367","294","NA","NA","legacy","experiment","21","odd","legacy","1","south_west","2093","2095","35989","37751","39210","NA","8606","10743","11110","39740","11479","11477","11479","39740","11479","37886","2095","35989","New experiment","0","0","NA","no","yes","1680","NA","NA"
"NA","NA","yes","#646464","no","9","NA","NA","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","0","0","0","0","9","0","0","0","0","0","0","9","0","9","0","9","NA","Logs experimental data","NA","(662.0999755859375, 349.3999938964844)","41886","(848.7999877929688, 525.2999877929688)","41851","[0.0, 0.0]","0","[0.0, 0.0]","0","1","#D8D800","717","NA","no","mono","no","18","NA","white","1050","north_west","north_west","yes","NA","legacy","NA","0","north_east","north_east","NA","legacy","south_east","south_west","0","NA","0","na","NA","0","NA","0","NA","space","space","space","0","324","NA","2135","366","367","289","NA","NA","legacy","experiment","21","odd","legacy","1","north_west","2093","2095","39769","40709","42424","NA","8606","10743","11110","42955","11479","11477","11479","42955","11479","40842","2095","39769","New experiment","0","0","NA","no","yes","1680","NA","NA"
