_prepare,_run,answer,auto_log,background,bidi,break_if,c_target,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_instructions,count_instructions2,count_logger,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,cycles,description,duration,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,ignore_missing,item,keyboard_backend,log_msg,low_location,mode,mouse_backend,order,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions,response_instructions2,response_key,response_time,response_time_feedback,response_time_instructions,response_time_instructions2,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,subject_nr,subject_parity,synth_backend,target_correct,target_duration,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_instructions,time_instructions2,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,title,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","0","0","0","0","0","0","0","0","0","0","0","NA","Logs experimental data","NA","656","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","1143","NA","1292","1143","579","NA","NA","legacy","experiment","20","even","legacy","1","200","north_east","1947","1949","53522","57243","58617","NA","51005","52298","59136","53443","53441","53443","59136","53443","57378","1949","53522","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","0","0","1","0","0","0","1","0","1","0","1","NA","Logs experimental data","NA","215","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","1143","NA","1292","1143","634","NA","NA","legacy","experiment","20","even","legacy","1","200","north_west","1947","1949","59194","61787","62770","NA","51005","52298","63300","53443","53441","53443","63300","53443","61917","1949","59194","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","0","0","2","0","0","0","2","0","2","0","2","NA","Logs experimental data","NA","504","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","1143","NA","1292","1143","609","NA","NA","legacy","experiment","20","even","legacy","1","200","south_west","1947","1949","63336","65563","66809","NA","51005","52298","67340","53443","53441","53443","67340","53443","65692","1949","63336","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","0","0","3","0","0","0","3","0","3","0","3","NA","Logs experimental data","NA","706","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","1143","NA","1292","1143","432","NA","NA","legacy","experiment","20","even","legacy","1","200","south_west","1947","1949","67375","69355","70625","NA","51005","52298","71155","53443","53441","53443","71155","53443","69484","1949","67375","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","0","0","4","0","0","0","4","0","4","0","4","NA","Logs experimental data","NA","527","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","1143","NA","1292","1143","509","NA","NA","legacy","experiment","20","even","legacy","1","200","north_west","1947","1949","71192","72123","73297","NA","51005","52298","73823","53443","53441","53443","73823","53443","72258","1949","71192","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","0","0","5","0","0","0","5","0","5","0","5","NA","Logs experimental data","NA","283","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","1143","NA","1292","1143","462","NA","NA","legacy","experiment","20","even","legacy","1","200","south_west","1947","1949","73859","74971","75849","NA","51005","52298","76367","53443","53441","53443","76367","53443","75100","1949","73859","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","0","0","6","0","0","0","6","0","6","0","6","NA","Logs experimental data","NA","205","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","1143","NA","1292","1143","443","NA","NA","legacy","experiment","20","even","legacy","0","200","south_east","1947","1949","76403","77382","78171","NA","51005","52298","78688","53443","53441","53443","78688","53443","77517","1949","76403","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","0","0","7","0","0","0","7","0","7","0","7","NA","Logs experimental data","NA","301","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","1143","NA","1292","1143","822","NA","NA","legacy","experiment","20","even","legacy","1","200","south_east","1947","1949","78725","79804","81073","NA","51005","52298","81604","53443","53441","53443","81604","53443","79947","1949","78725","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","0","0","8","0","0","0","8","0","8","0","8","NA","Logs experimental data","NA","443","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","1143","NA","1292","1143","543","NA","NA","legacy","experiment","20","even","legacy","1","200","south_east","1947","1949","81639","82604","83721","NA","51005","52298","84251","53443","53441","53443","84251","53443","82732","1949","81639","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","0","0","9","0","0","0","9","0","9","0","9","NA","Logs experimental data","NA","640","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","1143","NA","1292","1143","498","NA","NA","legacy","experiment","20","even","legacy","1","200","north_west","1947","1949","84286","84716","85993","NA","51005","52298","86513","53443","53441","53443","86513","53443","84852","1949","84286","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","10","10","10","NA","0","0","10","0","0","0","10","0","10","0","10","NA","Logs experimental data","NA","231","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","1143","NA","1292","1143","725","NA","NA","legacy","experiment","20","even","legacy","1","200","south_west","1947","1949","86548","86972","88065","NA","51005","52298","88596","53443","53441","53443","88596","53443","87106","1949","86548","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","11","11","11","NA","0","0","11","0","0","0","11","0","11","0","11","NA","Logs experimental data","NA","535","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","1143","NA","1292","1143","653","NA","NA","legacy","experiment","20","even","legacy","1","200","south_east","1947","1949","88631","89532","90857","NA","51005","52298","91386","53443","53441","53443","91386","53443","89666","1949","88631","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","12","12","12","NA","0","0","12","0","0","0","12","0","12","0","12","NA","Logs experimental data","NA","709","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","1143","NA","1292","1143","532","NA","NA","legacy","experiment","20","even","legacy","1","200","south_west","1947","1949","91421","91835","93209","NA","51005","52298","93738","53443","53441","53443","93738","53443","91963","1949","91421","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","13","13","13","NA","0","0","13","0","0","0","13","0","13","0","13","NA","Logs experimental data","NA","624","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","left","NA","space","space","left","1143","NA","1292","1143","684","NA","NA","legacy","experiment","20","even","legacy","1","200","north_east","1947","1949","93773","94596","96042","NA","51005","52298","96572","53443","53441","53443","96572","53443","94730","1949","93773","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","14","14","14","NA","0","0","14","0","0","0","14","0","14","0","14","NA","Logs experimental data","NA","314","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","right","NA","space","space","right","1143","NA","1292","1143","546","NA","NA","legacy","experiment","20","even","legacy","1","200","south_west","1947","1949","96607","97076","98073","NA","51005","52298","98605","53443","53441","53443","98605","53443","97210","1949","96607","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","15","15","15","NA","0","0","15","0","0","0","15","0","15","0","15","NA","Logs experimental data","NA","300","NA","no","mono","no","18","NA","white","1050","south_east","yes","NA","legacy","NA","north_west","NA","legacy","NA","NA","0","NA","None","NA","space","space","None","1143","NA","1292","1143","1002","NA","NA","legacy","experiment","20","even","legacy","0","200","north_west","1947","1949","98641","99996","101431","NA","51005","52298","101963","53443","53441","53443","101963","53443","100125","1949","98641","New experiment","NA","no","yes","1680","NA","NA"
