_prepare,_run,answer,auto_log,background,bidi,break_if,c_target,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,count_experiment,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_start_recording,count_eyelink_stop_recording,count_feedback,count_getting_started,count_instructions,count_instructions2,count_logger,count_practice_block,count_practice_loop,count_practice_sequence,count_record_times,count_reset_feedback,count_script,count_setup,count_trial_sequence,count_welcome,cycles,description,duration,fix_to_stim,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,height,high_location,ignore_missing,item,keyboard_backend,log_msg,low_location,mode,mouse_backend,note,order,repeat,repeat_cycle,reset_variables,response,response_feedback,response_instructions,response_instructions2,response_key,response_time,response_time_feedback,response_time_instructions,response_time_instructions2,response_time_welcome,response_welcome,rt,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,start,start_response_interval,subject_nr,subject_parity,synth_backend,target_correct,target_duration,target_position,time_experiment,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_start_recording,time_eyelink_stop_recording,time_feedback,time_getting_started,time_instructions,time_instructions2,time_logger,time_practice_block,time_practice_loop,time_practice_sequence,time_record_times,time_reset_feedback,time_script,time_setup,time_trial_sequence,time_welcome,title,tracker_attached,transparent_variables,use_quotes,width,xpos,ypos
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","0","0","NA","NA","Logs experimental data","NA","316","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","south_east","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","11109","NA","1173","11109","NA","NA","656","NA","NA","legacy","experiment","None","9","odd","legacy","1","200","south_west","1971","1971","20365","28701","29813","NA","NA","7960","9136","30338","20247","20245","20247","30338","20247","28836","1971","20365","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","1","1","1","NA","NA","0","0","1","0","0","0","1","0","1","0","1","NA","NA","Logs experimental data","NA","536","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","south_east","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","11109","NA","1173","11109","NA","NA","470","NA","NA","legacy","experiment","None","9","odd","legacy","1","200","north_east","1971","1971","30401","30829","31973","NA","NA","7960","9136","32498","20247","20245","20247","32498","20247","30963","1971","30401","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","2","2","2","NA","NA","0","0","2","0","0","0","2","0","2","0","2","NA","NA","Logs experimental data","NA","368","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","south_east","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","11109","NA","1173","11109","NA","NA","569","NA","NA","legacy","experiment","None","9","odd","legacy","1","200","south_west","1971","1971","32534","32863","33933","NA","NA","7960","9136","34463","20247","20245","20247","34463","20247","32990","1971","32534","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","3","3","3","NA","NA","0","0","3","0","0","0","3","0","3","0","3","NA","NA","Logs experimental data","NA","370","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","south_east","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","11109","NA","1173","11109","NA","NA","459","NA","NA","legacy","experiment","None","9","odd","legacy","1","200","south_west","1971","1971","34499","34829","35798","NA","NA","7960","9136","36329","20247","20245","20247","36329","20247","34965","1971","34499","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","4","4","4","NA","NA","0","0","4","0","0","0","4","0","4","0","4","NA","NA","Logs experimental data","NA","719","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","south_east","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","11109","NA","1173","11109","NA","NA","555","NA","NA","legacy","experiment","None","9","odd","legacy","1","200","south_west","1971","1971","36365","37287","38701","NA","NA","7960","9136","39230","20247","20245","20247","39230","20247","37422","1971","36365","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","5","5","5","NA","NA","0","0","5","0","0","0","5","0","5","0","5","NA","NA","Logs experimental data","NA","611","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","south_east","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","11109","NA","1173","11109","NA","NA","529","NA","NA","legacy","experiment","None","9","odd","legacy","1","200","south_east","1971","1971","39267","39687","40965","NA","NA","7960","9136","41497","20247","20245","20247","41497","20247","39821","1971","39267","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","6","6","6","NA","NA","0","0","6","0","0","0","6","0","6","0","6","NA","NA","Logs experimental data","NA","454","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","south_east","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","11109","NA","1173","11109","NA","NA","535","NA","NA","legacy","experiment","None","9","odd","legacy","1","200","north_west","1971","1971","41532","41895","43021","NA","NA","7960","9136","43549","20247","20245","20247","43549","20247","42028","1971","41532","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","right","yes","#646464","no","NA","right","NA","NA","legacy","NA","0","relative","0","0","7","7","7","NA","NA","0","0","7","0","0","0","7","0","7","0","7","NA","NA","Logs experimental data","NA","398","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","south_east","NA","legacy","NA","NA","NA","0","NA","right","NA","space","space","right","11109","NA","1173","11109","NA","NA","461","NA","NA","legacy","experiment","None","9","odd","legacy","1","200","north_east","1971","1971","43586","43911","44909","NA","NA","7960","9136","45437","20247","20245","20247","45437","20247","44046","1971","43586","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","8","8","8","NA","NA","0","0","8","0","0","0","8","0","8","0","8","NA","NA","Logs experimental data","NA","332","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","south_east","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","11109","NA","1173","11109","NA","NA","518","NA","NA","legacy","experiment","None","9","odd","legacy","1","200","south_east","1971","1971","45474","45802","46789","NA","NA","7960","9136","47320","20247","20245","20247","47320","20247","45934","1971","45474","NA","New experiment","NA","no","yes","1680","NA","NA"
"NA","NA","left","yes","#646464","no","NA","left","NA","NA","legacy","NA","0","relative","0","0","9","9","9","NA","NA","0","0","9","0","0","0","9","0","9","0","9","NA","NA","Logs experimental data","NA","351","NA","no","mono","no","18","NA","white","1050","north_west","yes","NA","legacy","NA","south_east","NA","legacy","NA","NA","NA","0","NA","left","NA","space","space","left","11109","NA","1173","11109","NA","NA","564","NA","NA","legacy","experiment","None","9","odd","legacy","1","200","north_west","1971","1971","47356","47814","48869","NA","NA","7960","9136","49397","20247","20245","20247","49397","20247","47948","1971","47356","NA","New experiment","NA","no","yes","1680","NA","NA"
